SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,PHONE_NUMBER,WEBSITE,EMAIL_ADDRESS,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,STREET_NAME,STREET_TYPE,STREET_DIRECTION,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,811_LINK
LN-9300,Walk In Medical Clinics,17661889,Vivacare,17661890,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available. Please see specific location for details.",17661904,17661903,6045999401,www.vivacare.ca,,Y,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 15:00; Please call ahead for statutory holiday hours. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,6345 120 Street,,,,Delta,BC,V4E 2A6,49.118166,-122.890471,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661903
LN-9300,Walk In Medical Clinics,17657899,Boundary Park Medical Centre,17657900,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.,17657902,17657901,6045916300,,,N,,"Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 14:00; Closed Sunday and statutory holidays. Closing time depends on patient flow and physician availability, please call to confirm.",6350 120 Street,,,,Surrey,BC,V3X 3K1,49.118235,-122.890172,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657900&SiteResourceAgencyNum=17657901
LN-9300,Walk In Medical Clinics,17658132,Kensington Walk-In Clinic and Paediatric Medical Clinic,17658133,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Also consists of a children's walk-in clinic. Various specialists also visit the office on a regular basis. Saturday, Sunday, and statutory hours also available.",17658135,17658134,6042999769,www.kensingtonmedicalclinic.com,,N,,"Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 08:00 - 17:00; Sun 08:00 - 17:00; Paediatric clinic availability varies, please refer to schedule. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",6548 Hastings Street,,,,Burnaby,BC,V5B 1S2,49.280337,-122.968475,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658133&SiteResourceAgencyNum=17658134
LN-9300,Walk In Medical Clinics,17638197,Stevenson Open Access Clinic,17638198,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available.",17638200,17638199,6048588722,,,N,,Mon 07:00 - 19:00; Tue 07:00 - 19:00; Wed 07:00 - 19:00; Thu 07:00 - 19:00; Fri 07:00 - 19:00; Sat 08:00 - 16:00; Sun 08:00 - 16:00; Statutory holiday hours: 08:00 - 16:00Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.,6640 Vedder Road,,,,Chilliwack,BC,V2R 0J2,49.124465,-121.959141,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17638198&SiteResourceAgencyNum=17638199
LN-9300,Walk In Medical Clinics,17657827,West Coast Family Medical Clinic,17657828,Urgent Care Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday and Sunday hours available. Evening clinic hours offered Monday - Friday.,17657830,17657829,2506424233,,,Y,,Mon 17:00 - 19:30; Tue 17:00 - 19:30; Wed 17:00 - 19:30; Thu 17:00 - 19:30; Fri 15:00 - 17:30; Sat 09:00 - 12:30; Sun 10:00 - 12:30; Hours are subject to change. Please call ahead to confirm.,6660 Sooke Road,,,,Sooke,BC,V9Z 0A5,48.378506,-123.721702,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657828&SiteResourceAgencyNum=17657829
LN-9300,Walk In Medical Clinics,17658264,Westminster Medical Clinic,17658265,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered on Monday.,17658267,17658266,6042706004,,,Y,,Mon 09:00 - 20:00;,7031 Westminster Highway,,,,Richmond,BC,V6X 1A3,49.170178,-123.147326,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658265&SiteResourceAgencyNum=17658266
LN-9300,Walk In Medical Clinics,17644351,Fraser Health Authority,17646030,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17646031,17645084,6047032030,,,N,,Tue 13:30 - 16:40; Wed 13:00 - 16:30; Thu 13:00 - 16:30; Hours may vary. Please call ahead to confirm clinic is open.,7040 Cheam Avenue,,,,Agassiz,BC,V0M 1A2,49.2385,-121.7675,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17646030&SiteResourceAgencyNum=17645084
LN-9300,Walk In Medical Clinics,17660274,CarePlace Medical Centre,17660275,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.",17660279,17660278,6045905811,,,Y,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Call to confirm clinic hours as it may change according to physicians' availability.   Statutory Holidays 09:00 - 18:00,7154 120 Street,,,,Surrey,BC,V3W 3M8,49.133387,-122.890314,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660275&SiteResourceAgencyNum=17660278
LN-9300,Walk In Medical Clinics,17660274,CarePlace Medical Centre,17660275,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.",17660279,17660278,6045905811,,,Y,,Mon 09:00 - 20:00; Tue 09:00 - 20:00; Wed 09:00 - 20:00; Thu 09:00 - 20:00; Fri 09:00 - 20:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00; Call to confirm clinic hours as it may change according to physicians' availability.   Statutory Holidays 09:00 - 18:00,7154 120 Street,,,,Surrey,BC,V3W 3M8,49.133387,-122.890314,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660275&SiteResourceAgencyNum=17660278
LN-9300,Walk In Medical Clinics,17658448,Highgate Medical Clinic,17658449,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours are also available.,17658451,17658450,6047779101,,,Y,,Mon 09:30 - 18:00; Tue 09:00 - 16:00; Wed 09:00 - 16:00; Thu 09:00 - 16:00; Fri 09:00 - 18:00; Sat 10:00 - 18:00; Closed on Sundays and statutory holidays. Please note that hours may vary depending on patient volume.,7188 Kingsway,,,,Burnaby,BC,V5E 1G3,49.218204,-122.955384,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658449&SiteResourceAgencyNum=17658450
LN-9300,Walk In Medical Clinics,17638257,Prime Care Medical,17638258,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.",17638260,17638259,6045193767,www.primecaremedical.wordpress.com,,N,,Mon 08:00 - 19:00; Tue 08:00 - 19:00; Wed 08:00 - 19:00; Thu 08:00 - 19:00; Fri 08:00 - 19:00; Sat 08:00 - 14:00; Sun 08:00 - 12:00; Registration for walk-in begins 30 minutes before opening time. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time. Please call ahead for holiday hours.,201-7315 Edmonds Street,,,,Burnaby,BC,V3N 1A7,49.218824,-122.950948,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17638258&SiteResourceAgencyNum=17638259
LN-9300,Walk In Medical Clinics,17659099,Tenth Street Medicentre,17659100,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.,17659102,17659101,6045263308,,,N,,Mon 08:30 - 14:30; Tue 08:30 - 14:30; Wed 08:30 - 14:30; Thu 08:30 - 14:30; Fri 08:30 - 14:30; Sat 08:30 - 14:30; Hours are subject to change based on doctor availability and MSP volume limits.,75 Tenth Street,,,,New Westminster,BC,V3M 3X4,49.201215,-122.916095,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659100&SiteResourceAgencyNum=17659101
LN-9300,Walk In Medical Clinics,17658302,Manchenda Medical Clinic,17658303,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available. Includes a family practice.",17658305,17658304,6045989880,,,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Sun 10:00 - 14:00; Open regular hours on statutory holidays. Please note hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to closing time.,7550 King George Boulevard,,,,Surrey,BC,V3W 2T2,49.139977,-122.845528,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658303&SiteResourceAgencyNum=17658304
LN-9300,Walk In Medical Clinics,17655303,Washington Park Medical Clinic,17655304,Walk-In Clinic,Provides non-emergency and urgent health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday and Sunday hours are also available.,17655306,17655305,2503349241,www.walkinmedicalclinic.com,wpcom@walkinmedicalclinic.com,Y,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 09:00 - 18:00; Sat 09:00 - 18:00; Sun 09:00 - 13:00; Closed Christmas Day. Please note that hours are subject to physician availability and patient volume. Clinic may close early.,757 Ryan Road,,,,Courtenay,BC,V9N 3R6,49.698026,-124.988837,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655304&SiteResourceAgencyNum=17655305
LN-9300,Walk In Medical Clinics,17655837,Nechako Medical Clinic,17655838,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday. Saturday, Sunday and statutory holiday hours also available.",17655840,17655839,2505633399,,,N,,"Mon 16:00 - 21:00; Tue 16:00 - 21:00; Wed 16:00 - 21:00; Thu 13:00 - 21:00; Fri 13:00 - 21:00; Sat 09:00 - 19:00; Sun 10:00 - 19:00; Stat holidays, 10:00 - 19:00. Hours are subject to physician availability and patient volume.",761 Central Street W,,,,Prince George,BC,V2M 3C6,53.919256,-122.782207,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655838&SiteResourceAgencyNum=17655839
LN-9300,Walk In Medical Clinics,17659711,Princeton Medical Centre,17659712,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available for walk-ins.,17659714,17659713,2502950091,,,Y,English,"Walk-in hours: Wed, 2 p.m. - 6 p.m., Sat, 9:30 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",77 Billiter Avenue,,,,Princeton,BC,V0X 1W0,49.456013,-120.517596,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659712&SiteResourceAgencyNum=17659713
LN-9300,Walk In Medical Clinics,17655079,Care Point Medical Centres,17655141,Walk-In Clinic,Provides general medical services on a walk-in basis. Services include: testing/diagnostic procedures; lab tests; preventative care; health referrals; general exams. Evening clinic hours offered Monday - Wednesday and Friday. Saturday and Sunday hours also available.,17655142,17655091,2504797147,,carepoint@cbi.ca,Y,English,"Mon - Fri, 8 a.m. - 7 p.m.; Sat, 9 a.m. - 4 p.m.; Sun, 10 a.m. - 4 p.m.",777 Royal Oak Drive,,,,Victoria,BC,V8X 4V1,48.498368,-123.381439,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655141&SiteResourceAgencyNum=17655091
LN-9300,Walk In Medical Clinics,17658498,The Doctors' Office,17658499,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered. Saturday hours also available.,17658501,17658500,6047348252,,,N,,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 09:00 - 15:00; Closed Sundays. Patients need to call first if arriving after 5 p.m.,777 Broadway W,,,,Vancouver,BC,V5Z 4J7,49.263344,-123.121299,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658499&SiteResourceAgencyNum=17658500
LN-9300,Walk In Medical Clinics,17658051,Welcome Medical Clinic Inc.,17658052,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours are also available.,17658054,17658053,6045261303,,,Y,,Mon 08:00 - 08:00; Tue 08:00 - 08:00; Wed 08:00 - 08:00; Thu 08:00 - 08:00; Fri 08:00 - 08:00; Sat 08:00 - 08:00; Sun 08:00 - 08:00; Open statutory holidays from 08:00-08:00; Hours subject to doctors' availability; please call for more information.,7885 6th Street,,,,Burnaby,BC,V3N 3N4,49.219204,-122.927954,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658052&SiteResourceAgencyNum=17658053
LN-9300,Walk In Medical Clinics,17658725,Richmond Central Medical Clinic,17658726,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday and Sunday hours also available.,17658728,17658727,7782974700,,,N,"English, Russian, Cantonese","Mon - Thu, 8 a.m. - 8 p.m.; Fri, 8 a.m. - 5 p.m.; Sat - Sun, 9 a.m. - 2 p.m.",7997 Westminster Highway,,,,Richmond,BC,V6X 1A4,49.170249,-123.136592,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658726&SiteResourceAgencyNum=17658727
LN-9300,Walk In Medical Clinics,17656070,Quinsam Medical Group,17656071,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday hours also available.",17656075,17656074,7784183888,,,N,,Mon 10:00 - 14:30; Tue 10:00 - 14:30; Wed 10:00 - 14:30; Thu 10:00 - 14:30; Fri 10:00 - 14:30;,801 Hilchey Road,,,,Campbell River,BC,V9W 0A2,49.973673,-125.245769,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656071&SiteResourceAgencyNum=17656074
LN-9300,Walk In Medical Clinics,19978384,King George Medical Clinic,19978457,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday, Sunday, and statutory holiday hours also available.",19978462,19978452,6045935499,,,N,,Mon 09:00 - 15:30; Tue 09:00 - 15:30; Wed 09:00 - 15:30; Thu 09:00 - 15:30; Fri 09:00 - 15:30; Sat 09:00 - 15:30; Sun 09:00 - 15:30; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,105-8056 King George Boulevard,,,,Surrey,BC,V3W 5B5,49.149481,-122.84568,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=19978457&SiteResourceAgencyNum=19978452
LN-9300,Walk In Medical Clinics,17658290,Dr. Kazem Khazamipour Medical Services Inc.,17658291,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours available.,17658293,17658292,6042311924,,,Y,,Mon 10:00 - 18:00; Tue 10:00 - 18:00; Wed 10:00 - 18:00; Thu 10:00 - 18:00; Fri 10:00 - 18:00; Sat 13:00 - 18:00;,8120 Cook Road,,,,Richmond,BC,V6Y 1T9,49.166534,-123.13489,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658291&SiteResourceAgencyNum=17658292
LN-9300,Walk In Medical Clinics,17657889,Cook Road Medical Clinic,17657890,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours available.,17657892,17657891,6042791942,,,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Please call for weekend hours.,8171 Cook Road,,,,Richmond,BC,V6Y 3T8,49.166544,-123.134308,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657890&SiteResourceAgencyNum=17657891
LN-9300,Walk In Medical Clinics,17658308,Blundell Centre Medical Clinic,17658309,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis, no appointment is necessary. Offers general medical services, which may include general examinations for colds, flu, sore throat, sinus infections, minor cuts and abrasions, minor injuries, sprains, minor skin disorders and rashes and low-grade fevers. Provides preventative care, vaccinations and allergy shots as well as minor emergency treatment. All services may not be available, please call to confirm. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available. Also includes a family medical practice.",17658311,17658310,6042418911,,,Y,English,"Mon - Fri, 10 a.m. - 9 p.m.; Sat, Sun, Statutory Holidays, 10 a.m. - 5 p.m.; Clinic hours may vary due to patient volume and physicians' availability, please phone to confirm.",8180 No. 2 Road,,,,Richmond,BC,V7C 5K1,49.154552,-123.158086,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658309&SiteResourceAgencyNum=17658310
LN-9300,Walk In Medical Clinics,17661889,Vivacare,17661890,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. May offer evening clinic hours Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available. Please see specific location for details.",17661894,17661893,6047928482,www.vivacare.ca,,Y,,Mon 07:30 - 19:00; Tue 07:30 - 16:00; Wed 07:30 - 19:00; Thu 07:30 - 19:00; Fri 07:30 - 14:00; Sat 08:30 - 14:00; Please call ahead for statutory holiday hours. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,8249 Eagle Landing Parkway,,,,Chilliwack,BC,V2R 0P9,49.151848,-121.97908,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661890&SiteResourceAgencyNum=17661893
LN-9300,Walk In Medical Clinics,17661453,Guildford Medical Clinic,17661454,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday, Sunday, and statutory hours may also be available. Please see specific location for details.",17661456,17661455,6045828985,,med01@telus.net,N,,Mon 09:00 - 18:00; Tue 09:00 - 18:00; Wed 09:00 - 18:00; Thu 09:00 - 18:00; Fri 09:00 - 18:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Clinic hours may vary due to patient volume and physician's availability. Please call to confirm.,8291 Ackroyd Road,,,,Richmond,BC,V6X 3K5,49.172051,-123.133093,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17661454&SiteResourceAgencyNum=17661455
LN-9300,Walk In Medical Clinics,17658230,Town Square Medical Clinic,17658231,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.,17658233,17658232,6045439719,,,Y,,Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Sat 09:00 - 15:00; Please call ahead for statutory holiday hours. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,8585 160 Street,,,,Surrey,BC,V4N 1G4,49.158715,-122.778903,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658231&SiteResourceAgencyNum=17658232
LN-9300,Walk In Medical Clinics,17657815,Seafair Medical Centre,17657816,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday and Wednesday. Saturday and Sunday hours also available.,17657818,17657817,6042755155,,,Y,,"Mon 09:00 - 21:00; Tue 09:00 - 18:00; Wed 10:00 - 21:00; Thu 09:00 - 15:00; Fri 10:00 - 18:00; Sat 09:00 - 15:00; Sun 09:00 - 15:00; Clinic hours may vary due to physicians' availability, please call to confirm clinic schedule.",8671 No. 1 Road,,,,Richmond,BC,V7C 1V2,49.149648,-123.181303,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17657816&SiteResourceAgencyNum=17657817
LN-9300,Walk In Medical Clinics,17658298,Safa Medical Clinic,17658299,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.,17658301,17658300,6048884472,,,N,,Mon 09:00 - 15:00; Tue 09:00 - 15:00; Wed 09:00 - 15:00; Thu 09:00 - 15:00; Fri 09:00 - 15:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,8948 202 Street,,,,Langley,BC,V1M 4A7,49.166667,-122.662253,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17658299&SiteResourceAgencyNum=17658300
LN-9300,Walk In Medical Clinics,17640735,Denning Health Group,17640736,Walk-In Clinic,"Provides non-emergency health care services on a walk-in basis. May include a family practice, weekend, and evening clinic hours. Please see specific location for details.",28093085,28093054,6045888181,www.denninghealth.ca/contact/locations/surrey-152nd-st/,info@denninghealth.ca,N,,Mon 07:00 - 17:00; Tue 07:00 - 17:00; Wed 07:00 - 17:00; Thu 07:00 - 17:00; Fri 07:00 - 17:00; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,8960 152 Street,,,,Surrey,BC,V3R 4E4,49.16545,-122.800771,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17640736&SiteResourceAgencyNum=28093054
LN-9300,Walk In Medical Clinics,25690992,Live Well Medical Centre,25691009,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,25691116,25691078,6043705010,www.livewellmedicalcentre.com,,N,,Mon 09:30 - 17:00; Tue 09:30 - 17:00; Wed 09:30 - 18:00; Thu 09:30 - 17:00; Fri 09:30 - 17:00; Sat 10:00 - 14:00; Please note that hours are subject to physician availability and patient volume.  Clinics may stop accepting patients prior to the listed closing time.,8980 No. 3 Road,,,,Richmond,BC,V6Y 2E8,49.148846,-123.136661,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=25691009&SiteResourceAgencyNum=25691078
LN-9300,Walk In Medical Clinics,17660274,CarePlace Medical Centre,17660275,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.",17660277,17660276,6045813550,,,N,,Mon 06:00 - 21:00; Tue 06:00 - 21:00; Wed 08:00 - 21:00; Thu 06:00 - 21:00; Fri 06:00 - 20:00; Sat 06:00 - 18:00; Sun 09:00 - 17:00; Please call to confirm clinic hours as it may change according to physicians' availability.,9014 152 Street,,,,Surrey,BC,V3R 4E7,49.166461,-122.801215,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660275&SiteResourceAgencyNum=17660276
LN-9300,Walk In Medical Clinics,17660274,CarePlace Medical Centre,17660275,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours may also be available.",17660277,17660276,6045813550,,,N,,Mon 06:00 - 21:00; Tue 06:00 - 21:00; Wed 08:00 - 21:00; Thu 06:00 - 21:00; Fri 06:00 - 20:00; Sat 06:00 - 18:00; Sun 09:00 - 17:00; Please call to confirm clinic hours as it may change according to physicians' availability.,9014 152 Street,,,,Surrey,BC,V3R 4E7,49.166461,-122.801215,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17660275&SiteResourceAgencyNum=17660276
LN-9300,Walk In Medical Clinics,17655793,Kamloops Urgent Care Clinic,17655794,Walk-in Clinic,"Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory holiday clinic hours also available.",17655796,17655795,2503714905,,,N,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 13:00; Sun 09:00 - 13:00; Hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,910 Columbia Street W,,,,Kamloops,BC,V2C 1L2,50.669103,-120.356233,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655794&SiteResourceAgencyNum=17655795
LN-9300,Walk In Medical Clinics,21984298,Horizon Access Clinic,21984303,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.,21984313,21984301,6043920881,,,N,,"Mon 17:00 - 21:00; Tue 17:00 - 21:00; Wed 17:00 - 21:00; Thu 17:00 - 21:00; Fri 17:00 - 21:00; Sat 10:00 - 14:00; Sun 10:00 - 14:00; Statutory holidays, 10:00 - 14:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",9105 Sunset Drive,,,,Chilliwack,BC,V2R 0J2,49.067373,-122.014784,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=21984303&SiteResourceAgencyNum=21984301
LN-9300,Walk In Medical Clinics,21984298,Horizon Access Clinic,21984303,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.,21984313,21984301,6043920881,,,N,,"Mon 17:00 - 21:00; Tue 17:00 - 21:00; Wed 17:00 - 21:00; Thu 17:00 - 21:00; Fri 17:00 - 21:00; Sat 10:00 - 14:00; Sun 10:00 - 14:00; Statutory holidays, 10:00 - 14:00. Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.",9105 Sunset Drive,,,,Chilliwack,BC,V2R 0J2,49.067373,-122.014784,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=21984303&SiteResourceAgencyNum=21984301
LN-9300,Walk In Medical Clinics,17655697,Yates and Quadra Integrated Health Centre,17655698,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17655700,17655699,2503803080,,yandq@shaw.ca,N,,Schedule changes weekly; please call for office hours.,911 Yates Street,,,,Victoria,BC,V8V 4Y9,48.42563,-123.358744,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655698&SiteResourceAgencyNum=17655699
LN-9300,Walk In Medical Clinics,17655950,Esquimalt Treatment Centre,17655951,Walk-In Clinic,Provides non-emergency health care services on a walk-in basis.,17655953,17655952,2503824296,,,Y,,Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.,918 Esquimalt Road,,,,Esquimalt,BC,V9A 3M6,48.430075,-123.401585,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17655951&SiteResourceAgencyNum=17655952
LN-9300,Walk In Medical Clinics,17656048,Coach House Square Medical Walk-in Clinic,17656049,Walk-in Clinic,Provides non-emergency health care services on a walk-in basis. Includes a family practice.,17656051,17656050,2503951143,,,Y,,Mon 09:30 - 17:30; Tue 09:30 - 17:30; Wed 09:30 - 17:30; Thu 09:30 - 17:30; Fri 09:30 - 17:30; Closed weekends and statutory holidays. Please note that hours are subject to physician availability and patient volume. Clinic may stop accepting patients prior to closing time.,95 B 97 Highway,,,,100 Mile House,BC,V0K 2E0,51.673407,-121.297302,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17656049&SiteResourceAgencyNum=17656050
